accuracy: 0.939700,0,1,2,3,4,5,6,7,8,9,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
A,0.000000,0.000000,0.000000,0.692042,0.692042,0.000000,0.000000,0.346021,0.000000,0.000000,97.577855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.692042,0.000000
B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.135231,0.000000,2.135231,2.846975,0.000000,89.679715,0.000000,0.000000,1.779359,0.000000,0.000000,0.000000,0.000000,0.000000,0.355872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.355872,0.711744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.231834,0.000000,0.000000,0.000000,1.384083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.692042,0.000000,0.000000,0.000000,0.346021,0.000000,0.346021,0.000000,0.000000,0.000000,0.000000,0.000000
D,3.484321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.348432,0.000000,0.000000,90.940767,0.000000,0.000000,0.348432,0.348432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.787456,0.348432,0.000000,0.000000,0.000000,0.000000,1.045296,0.348432,0.000000,0.000000,0.000000,0.000000
E,0.000000,0.000000,0.000000,0.000000,0.000000,0.336700,0.000000,0.000000,0.000000,0.000000,0.000000,0.336700,0.000000,0.336700,96.632997,0.336700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.336700,0.000000,0.000000,1.346801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.336700
F,0.000000,0.000000,0.000000,0.000000,0.634921,0.000000,0.000000,0.000000,0.000000,0.317460,0.000000,0.000000,0.000000,0.000000,0.317460,97.460317,0.000000,0.000000,0.000000,0.000000,0.000000,0.317460,0.000000,0.000000,0.000000,0.952381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
G,0.653595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.633987,0.653595,0.000000,0.000000,94.444444,0.000000,0.000000,0.000000,0.000000,0.326797,0.000000,0.000000,0.653595,0.000000,0.000000,0.000000,0.653595,0.000000,0.653595,0.000000,0.000000,0.000000,0.326797,0.000000
H,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.361011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.111913,0.000000,0.000000,0.000000,0.000000,0.000000,0.361011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.444043,0.722022,0.000000,0.000000,0.000000,0.000000
I,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
J,0.000000,0.341297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,98.293515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.365188,0.000000,0.000000,0.000000,0.000000,0.000000
K,0.000000,0.000000,0.000000,0.000000,0.647249,0.000000,0.647249,0.000000,0.000000,0.970874,1.618123,0.000000,0.000000,0.000000,0.647249,0.000000,0.000000,0.000000,0.000000,0.000000,92.880259,0.000000,0.000000,0.000000,0.000000,0.323625,0.000000,0.323625,0.323625,0.323625,0.000000,0.323625,0.000000,0.970874,0.000000,0.000000
L,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.716846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,99.283154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
M,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.326797,0.000000,0.000000,0.326797,0.000000,0.000000,0.000000,0.000000,98.039216,0.980392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.326797,0.000000
N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.016949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.372881,0.000000,0.000000,0.000000,0.000000,0.000000,95.932203,0.000000,0.338983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.338983,0.000000
O,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.363636,0.000000,0.000000,0.363636,1.818182,0.000000,0.000000,1.818182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.363636,0.000000,0.000000,0.000000,0.000000,0.000000,3.272727,0.000000,0.000000,0.000000,0.000000,0.000000
P,0.000000,0.000000,0.321543,0.000000,0.643087,0.000000,0.000000,0.000000,0.321543,0.000000,0.321543,0.000000,0.000000,0.000000,0.000000,2.250804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,95.498392,0.000000,0.000000,0.321543,0.321543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Q,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
R,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.379310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.034483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.586207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S,0.000000,0.000000,0.000000,0.354610,0.354610,1.063830,0.000000,0.000000,0.354610,0.709220,0.000000,0.000000,0.000000,0.000000,1.063830,0.000000,1.418440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,94.680851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T,0.000000,1.158301,0.000000,0.000000,0.386100,0.386100,0.000000,6.949807,0.000000,0.000000,0.386100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.803089,0.000000,0.000000,0.000000,0.000000,1.544402,0.000000
U,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,99.686520,0.000000,0.000000,0.000000,0.313480,0.000000
V,0.000000,0.000000,0.000000,0.000000,0.315457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.315457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.261830,94.321767,0.000000,0.000000,3.785489,0.000000
W,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.338983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.677966,0.000000,0.000000,0.000000,0.000000,0.000000,0.338983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,98.305085,0.338983,0.000000,0.000000
X,0.000000,0.000000,0.000000,0.375940,1.503759,0.000000,0.000000,0.000000,0.000000,0.375940,1.503759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.751880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,93.984962,1.503759,0.000000
Y,0.000000,0.349650,0.000000,0.000000,0.000000,0.000000,0.000000,0.349650,0.000000,0.349650,0.349650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.748252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.349650,0.000000,0.699301,0.000000,2.447552,93.356643,0.000000
Z,0.000000,0.000000,4.593640,0.353357,0.353357,0.706714,0.000000,1.060071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.706714,0.353357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.353357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,91.519435
